iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
47,127609,,0.2059,-0.63851,-0.006454,0.000675,1.100032,0.006431,0.05948,1.823715,146.512,0.14333,31.28,1929,857,0.6924,0.6324,3.821,4068.9
48,130793,,0.18082,-0.67031,-0.003901,0.000878,1.05391,0.008385,0.07811,2.381006,142.857,0.14,32.14,2272,920,0.7118,0.6656,3.688,4167.9
49,133444,,0.14116,-0.7332,-0.002767,0.001102,1.156569,0.010442,0.08266,2.61733,182.927,0.13667,31.89,1921,738,0.7225,0.5944,4.0,4251.1
50,135619,0.56,0.19053,-0.6357,-0.007256,0.001941,1.116241,0.013667,0.144232,3.131846,150.0,0.13333,32.5,1499,684,0.6867,0.6771,3.859,4331.9
51,138479,,0.12102,-0.77213,-0.000341,0.001185,1.162525,0.00107,0.05584,4.589995,138.462,0.13,31.33,2076,792,0.7238,0.6564,4.084,4423.2
52,141159,,0.10151,-0.80515,-0.004306,0.000801,1.12129,0.004591,0.080903,1.675644,150.0,0.12667,32.54,2026,662,0.7537,0.6875,3.851,4505.6
53,143477,,0.09649,-0.81724,0.002234,0.000984,1.221185,0.002011,0.064615,1.741258,170.27,0.12333,31.7,1685,641,0.7244,0.6199,4.354,4578.7
54,147713,,0.19983,-0.63047,-0.011239,0.00053,1.080241,0.003931,0.089614,1.968455,175.0,0.12,31.93,2869,1375,0.676,0.6416,3.786,4711.4
55,152140,,0.25216,-0.53202,-0.002568,0.00042,1.002982,0.001764,0.059061,2.114346,171.429,0.11667,31.76,3088,1347,0.6963,0.655,3.544,4850.8
56,156156,,0.19178,-0.6399,0.00039,0.000507,1.028475,0.006972,0.080783,2.572335,158.824,0.11333,32.25,2814,1210,0.6993,0.6385,3.663,4975.3
57,158495,,0.20143,-0.62559,-0.002195,0.001088,1.168326,0.006214,0.048923,2.235456,172.727,0.11,32.07,1565,782,0.6668,0.6243,4.098,5048.3
58,161048,,0.1017,-0.80691,-0.004818,0.000548,1.134922,0.008953,0.070984,1.877587,234.375,0.10667,31.7,1858,703,0.7255,0.6284,4.025,5128.8
59,162968,,0.14531,-0.72863,-0.008253,0.001066,1.130793,0.020417,0.109896,3.144994,174.194,0.10333,32.22,1400,528,0.7261,0.6436,4.035,5188.4
60,166722,0.6174999999999999,0.18274,-0.6605,-0.006795,0.000405,1.022399,0.001961,0.064,2.950196,150.0,0.1,32.09,2598,1164,0.6906,0.6713,3.53,5321.7
61,170741,,0.21062,-0.59468,0.002795,0.000539,1.052473,0.011143,0.061533,2.811696,175.862,0.09667,30.96,2770,1257,0.6879,0.6628,3.64,5451.5
62,173546,,0.16386,-0.68671,-0.006456,0.000547,1.144491,0.004688,0.086653,1.968175,246.429,0.09333,31.95,1976,837,0.7025,0.6637,4.096,5539.3
63,177507,,0.21053,-0.58557,-0.001927,0.000401,1.043645,0.004867,0.051628,2.717107,211.111,0.09,32.18,2768,1201,0.6974,0.6754,3.738,5662.4
64,181415,,0.2876,-0.43353,-0.003795,0.000565,1.000512,0.005839,0.069334,1.713968,242.308,0.08667,31.04,2619,1297,0.6688,0.6663,3.706,5788.4
65,184255,,0.14995,-0.72642,-0.002374,0.000461,0.985953,0.00599,0.097298,1.933732,240.0,0.08333,31.3,2025,823,0.711,0.6351,3.886,5879.1
66,188164,,0.38957,-0.24199,0.000606,0.000598,0.87986,0.007781,0.082082,2.529212,187.5,0.08,32.13,2710,1207,0.6919,0.7383,3.306,6000.8
67,191097,,0.23982,-0.54324,-0.005311,0.001015,0.949977,0.007334,0.088242,1.956952,391.304,0.07667,31.54,2038,903,0.693,0.7024,3.737,6093.8
68,193864,,0.24338,-0.54191,-0.004139,0.001547,1.012951,0.006523,0.084087,3.781019,245.455,0.07333,30.86,1899,876,0.6843,0.6777,3.989,6183.5
69,195798,,0.13105,-0.74231,-0.001737,0.002062,1.041874,0.000311,0.064453,2.608332,200.0,0.07,31.77,1433,509,0.7379,0.65,4.046,6244.4
