iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
81,253473,,0.39262,-0.22099,0.000737,0.001477,0.886358,0.010965,0.067869,2.840653,566.667,0.03,32.67,2305,983,0.701,0.7079,3.98,7821.2
82,258525,,0.40612,-0.19671,-0.001554,0.000708,0.849076,0.005112,0.059371,2.198773,862.5,0.02667,33.13,3587,1473,0.7089,0.7194,3.627,7973.7
83,261675,,0.39849,-0.23541,-0.002972,0.001296,0.842726,0.008214,0.069543,2.141765,642.857,0.02333,32.87,2232,926,0.7068,0.7102,3.574,8069.6
84,265671,,0.35558,-0.2964,0.001147,0.000705,0.955626,0.002644,0.039679,1.996127,1150.0,0.02,32.8,2793,1211,0.6976,0.6709,3.932,8191.4
85,270233,,0.35328,-0.32581,-9.4e-05,0.000574,0.93942,0.007208,0.069365,1.936438,1200.0,0.01667,32.89,3247,1323,0.7105,0.7354,3.891,8330.1
86,273449,,0.37768,-0.25006,-0.001155,0.000882,0.953556,0.00448,0.066707,1.953748,1575.0,0.01333,32.36,2245,979,0.6963,0.7137,3.895,8429.5
87,276874,,0.36205,-0.30843,0.000217,0.000832,0.931079,0.005729,0.05209,2.422302,1700.0,0.01,32.44,2490,943,0.7253,0.722,3.808,8535.1
88,279554,,0.34967,-0.3167,-0.002937,0.00118,0.865322,0.008445,0.078952,1.741433,2550.0,0.00667,32.71,1943,745,0.7228,0.6826,3.756,8617.1
89,283451,,0.46666,-0.071,-0.000673,0.000832,0.959729,0.003981,0.056303,1.999531,5100.0,0.00333,32.51,2680,1225,0.6863,0.7117,3.625,8737.0
90,287130,0.6625,0.47702,-0.08895,0.000955,0.00097,0.950233,0.01006,0.074162,2.755905,16000.0,0.001,32.25,2577,1110,0.6989,0.7427,3.637,8868.7
91,290825,,0.36054,-0.30324,-0.000776,0.000845,0.835697,0.00559,0.036568,2.226669,16000.0,0.001,33.12,2685,1018,0.7251,0.6854,3.645,8980.3
92,296353,,0.57148,0.13639,0.003374,0.000672,0.840953,0.004678,0.035551,1.788816,21000.0,0.001,32.92,3974,1562,0.7178,0.7607,3.659,9148.2
93,299472,,0.50748,-0.0007,0.00043,0.001192,0.840456,0.006792,0.049515,3.998699,18000.0,0.001,32.75,2136,991,0.6831,0.73,3.55,9243.5
94,303099,,0.52072,0.039,-0.001364,0.000957,0.819201,0.007195,0.054679,4.649468,17000.0,0.001,33.19,2546,1089,0.7004,0.7636,3.53,9352.8
95,308081,,0.52275,0.01479,0.000604,0.000806,0.853019,0.00508,0.040761,3.18887,14000.0,0.001,33.06,3568,1422,0.715,0.7531,3.529,9503.5
96,312618,,0.51279,0.00923,0.001237,0.000763,0.818282,0.004985,0.042206,3.507712,15000.0,0.001,32.66,3289,1256,0.7237,0.788,3.466,9642.4
97,317469,,0.45693,-0.09498,0.000507,0.000667,0.844841,0.004635,0.040681,1.810691,17000.0,0.001,32.65,3484,1375,0.717,0.6906,3.562,9791.0
98,319859,,0.38047,-0.24247,-0.001218,0.00177,0.725004,0.003022,0.028633,1.723019,15000.0,0.001,32.44,1853,545,0.7727,0.7453,3.647,9864.7
99,322635,,0.43467,-0.14259,0.00736,0.001866,0.792303,0.010611,0.082957,4.640132,14000.0,0.001,32.25,2151,633,0.7726,0.7751,3.781,9950.8
100,327369,0.6674999999999999,0.40496,-0.20244,-0.000648,0.000718,0.738608,0.0052,0.049367,2.040629,16000.0,0.001,32.72,3499,1243,0.7379,0.7125,3.566,10111.8
101,331619,,0.44967,-0.11388,0.00169,0.000678,0.699777,0.005355,0.040565,2.16214,16000.0,0.001,33.06,3248,1010,0.7628,0.753,3.683,10240.4
102,335180,,0.46547,-0.08453,0.000478,0.001444,0.633982,0.007202,0.039699,2.869793,12000.0,0.001,32.38,2667,902,0.7473,0.7601,3.509,10350.4
103,338138,,0.49775,-0.02375,-0.003442,0.001811,0.568243,0.008026,0.06698,3.220259,19000.0,0.001,33.08,2151,815,0.7252,0.796,3.441,10439.9
104,342546,,0.50398,-0.00616,0.001116,0.000802,0.67886,0.004889,0.042336,3.277736,20000.0,0.001,33.04,3251,1165,0.7362,0.7426,3.499,10573.3
105,347153,,0.51542,0.02056,-0.001184,0.000629,0.643722,0.005402,0.04262,2.293117,16000.0,0.001,32.6,3385,1230,0.7335,0.6993,3.419,10714.6
106,350343,,0.47415,-0.05537,0.000481,0.000977,0.572876,0.00454,0.036469,3.406666,14000.0,0.001,33.23,2491,707,0.7789,0.7929,3.514,10810.7
107,353278,,0.3547,-0.29854,0.000391,0.000976,0.589131,0.005809,0.050983,3.59813,16000.0,0.001,33.33,2304,639,0.7829,0.7877,3.686,10898.7
108,355999,,0.45174,-0.08435,0.006458,0.001449,0.528179,0.009383,0.057442,3.045523,12000.0,0.001,33.17,2116,613,0.7754,0.8107,3.585,10980.8
109,360273,,0.49715,-0.02845,0.004799,0.000794,0.60078,0.006002,0.055744,4.688812,16000.0,0.001,32.7,3220,1062,0.752,0.7852,3.545,11111.5
110,363866,0.6725,0.4551,-0.10634,-0.006981,0.001028,0.715618,0.003612,0.054189,3.290329,15000.0,0.001,32.69,2624,977,0.7287,0.6817,3.535,11237.4
111,367998,,0.47426,-0.06194,-0.000441,0.000922,0.596566,0.006904,0.052311,2.975255,19000.0,0.001,32.78,3036,1104,0.7333,0.7694,3.367,11363.5
112,371857,,0.50269,-0.01082,0.002527,0.000823,0.620564,0.011985,0.071502,4.642087,15000.0,0.001,32.67,2976,891,0.7696,0.7436,3.394,11481.6
113,375458,,0.43958,-0.14134,0.006233,0.001112,0.677126,0.007617,0.04454,5.053143,18000.0,0.001,32.7,2875,734,0.7966,0.7563,3.747,11591.7
114,378148,,0.36488,-0.28644,0.033642,0.002659,0.654141,0.0049,0.044152,2.680779,19000.0,0.001,32.62,2053,645,0.7609,0.7772,3.797,11674.2
115,381952,,0.43826,-0.14269,-0.000982,0.000822,0.768635,0.008466,0.061832,2.500101,19000.0,0.001,32.36,2761,1051,0.7243,0.741,3.632,11791.8
116,385205,,0.48457,-0.05261,-0.000155,0.000874,0.658894,0.009348,0.061523,2.626257,15000.0,0.001,33.22,2346,915,0.7194,0.7798,3.599,11889.7
117,388238,,0.3849,-0.23722,-0.001742,0.001261,0.666548,0.005605,0.072185,2.446879,16000.0,0.001,33.04,2194,847,0.7215,0.7624,3.862,11981.5
118,393073,,0.4728,-0.06588,-0.000233,0.000799,0.686539,0.006325,0.054459,2.642679,16000.0,0.001,32.75,3497,1346,0.7221,0.7509,3.627,12129.2
119,398964,,0.50499,0.01329,-0.008115,0.000626,0.624645,0.008318,0.061558,3.47836,14000.0,0.001,32.73,4214,1685,0.7144,0.7899,3.526,12309.2
120,401892,0.5825,0.39854,-0.19702,-0.001979,0.00131,0.564054,0.006325,0.057825,2.817446,14000.0,0.001,32.43,2185,751,0.7442,0.8259,3.769,12415.3
121,406349,,0.45165,-0.09785,0.002232,0.000709,0.596934,0.004472,0.050052,3.295676,15000.0,0.001,32.95,3267,1198,0.7317,0.7608,3.899,12550.6
122,410389,,0.51982,0.02695,-0.000126,0.001405,0.567731,0.005402,0.04824,2.96468,18000.0,0.001,32.71,2876,1172,0.7105,0.8245,3.959,12674.1
123,415313,,0.51363,0.01661,-0.000885,0.001144,0.63748,0.007682,0.065919,2.950728,23000.0,0.001,32.58,3280,1652,0.665,0.7791,3.564,12825.3
124,421439,,0.62418,0.23819,0.003562,0.000889,0.504798,0.006007,0.066964,4.144872,18000.0,0.001,32.83,4209,1925,0.6862,0.8228,3.637,13011.9
125,427239,,0.57653,0.13479,0.003109,0.000667,0.579349,0.008106,0.078827,4.764944,15000.0,0.001,32.56,3753,2055,0.6462,0.8343,3.628,13190.0
126,431400,,0.51452,0.0195,0.000912,0.001632,0.530681,0.004729,0.04291,3.146052,14000.0,0.001,33.14,2804,1365,0.6726,0.8205,3.653,13315.6
127,439056,,0.66458,0.31542,0.002396,0.000455,0.541165,0.007114,0.05237,5.866358,16000.0,0.001,32.99,5015,2649,0.6544,0.8646,3.86,13547.7
128,443715,,0.424,-0.1634,0.001626,0.000915,0.660248,0.006504,0.061029,6.424721,18000.0,0.001,32.92,3029,1638,0.649,0.7481,4.235,13689.3
129,450130,,0.5476,0.09811,0.000899,0.000689,0.579461,0.00895,0.060362,5.727748,17000.0,0.001,32.59,4252,2171,0.662,0.8224,3.877,13886.1
130,454560,0.5825,0.59966,0.18633,0.000776,0.000732,0.627479,0.00407,0.049472,2.610603,18000.0,0.001,33.02,2908,1530,0.6553,0.8007,3.756,14036.2
